part_name,brand,model,oem_number,listing_count,mean_price,median_price,std_price,price_variance,coefficient_of_variation,min_price,max_price,price_range
air purifier -,toyota,corolla,fi09515254a,1,63.9,63.9,,,,63.9,63.9,0.0
air purifier -,toyota,corolla,fi30987993a,1,60.4,60.4,,,,60.4,60.4,0.0
air purifier -,toyota,corolla,fi32385945a,1,59.2,59.2,,,,59.2,59.2,0.0
air purifier -,toyota,corolla,mb197400-,1,55.1,55.1,,,,55.1,55.1,0.0
air purifier-,skoda,octavia,fi09389104a,1,83.3,83.3,,,,83.3,83.3,0.0
air purifier-,skoda,octavia,fi27837687a,1,95.2,95.2,,,,95.2,95.2,0.0
airbag control unit -,toyota,corolla,fi02042722a,1,201.3,201.3,,,,201.3,201.3,0.0
airbag control unit -,toyota,corolla,fi09515254a,1,181.2,181.2,,,,181.2,181.2,0.0
airbag control unit -,toyota,corolla,fi10331575a,1,236.8,236.8,,,,236.8,236.8,0.0
airbag control unit -,toyota,corolla,fi11042417a,1,236.8,236.8,,,,236.8,236.8,0.0
airbag control unit -,toyota,corolla,fi15710056a,1,236.8,236.8,,,,236.8,236.8,0.0
airbag control unit -,toyota,corolla,fi22893129a,1,236.8,236.8,,,,236.8,236.8,0.0
airbag control unit -,toyota,corolla,fi23857664a,1,201.3,201.3,,,,201.3,201.3,0.0
airbag control unit-,skoda,octavia,fi05028803a,1,294.9,294.9,,,,294.9,294.9,0.0
airbag control unit-,skoda,octavia,fi27837687a,1,297.5,297.5,,,,297.5,297.5,0.0
airbag control unit-,toyota,corolla,fi07713839a,1,337.8,337.8,,,,337.8,337.8,0.0
airbag control unit-,toyota,corolla,fi27837687a,1,201.3,201.3,,,,201.3,201.3,0.0
airbag front sensor -(left front),toyota,corolla,fi03986645a,1,47.4,47.4,,,,47.4,47.4,0.0
airbag front sensor -(right),toyota,corolla,fi05351686a,1,41.4,41.4,,,,41.4,41.4,0.0
airbag front sensor-(right front),toyota,corolla,fi03986645a,1,47.2,47.2,,,,47.2,47.2,0.0
aktivt kollisionsskydd sensor-(left),skoda,octavia,fi27837687a,1,224.1,224.1,,,,224.1,224.1,0.0
alternator -,toyota,corolla,fi02042722a,1,118.4,118.4,,,,118.4,118.4,0.0
alternator -,toyota,corolla,fi07265116a,1,106.6,106.6,,,,106.6,106.6,0.0
"alternator - , e-",vw,golf,fi27837687a,1,225.0,225.0,,,,225.0,225.0,0.0
"alternator bracket / accessories- , e-",vw,golf,fi15710056a,1,35.5,35.5,,,,35.5,35.5,0.0
alternator-,toyota,corolla,fi05351686a,1,142.1,142.1,,,,142.1,142.1,0.0
alternator-,toyota,corolla,fi27837687a,1,142.1,142.1,,,,142.1,142.1,0.0
automatic gear -,toyota,corolla,fi05351686a,1,2960.0,2960.0,,,,2960.0,2960.0,0.0
automatic gear -,toyota,corolla,fi06292622a,1,2664.0,2664.0,,,,2664.0,2664.0,0.0
automatic gear -,toyota,corolla,fi06509801a,1,2643.3,2643.3,,,,2643.3,2643.3,0.0
automatic gear -,toyota,corolla,fi24637030a,1,2723.2,2723.2,,,,2723.2,2723.2,0.0
automatic gear-,toyota,corolla,fi05028803a,1,2975.0,2975.0,,,,2975.0,2975.0,0.0
automatic gear-,toyota,corolla,fi09389104a,1,3064.3,3064.3,,,,3064.3,3064.3,0.0
automatic gear-,toyota,corolla,fi27837687a,1,2723.2,2723.2,,,,2723.2,2723.2,0.0
"avgas temperaturgivare- , e-",vw,golf,fi23857664a,1,47.4,47.4,,,,47.4,47.4,0.0
"battery box / fixing / holder- , e-",vw,golf,fi27837687a,1,35.5,35.5,,,,35.5,35.5,0.0
belt tensioner for fan belt-,skoda,octavia,fi06292622a,1,23.8,23.8,,,,23.8,23.8,0.0
bensin/dieselvärmare styrenhet-,skoda,octavia,fi09515254a,1,94.4,94.4,,,,94.4,94.4,0.0
bensin/dieselvärmare styrenhet-,skoda,octavia,fi24637030a,1,94.4,94.4,,,,94.4,94.4,0.0
brake caliper -(left front),toyota,corolla,fi02042722a,1,118.4,118.4,,,,118.4,118.4,0.0
brake caliper -(left rear),toyota,corolla,fi05351686a,1,236.8,236.8,,,,236.8,236.8,0.0
brake caliper -(left rear),toyota,corolla,fi06509801a,1,168.7,168.7,,,,168.7,168.7,0.0
brake caliper -(right front),toyota,corolla,fi09389104a,1,219.0,219.0,,,,219.0,219.0,0.0
brake caliper -(right rear),toyota,corolla,fi06509801a,1,168.7,168.7,,,,168.7,168.7,0.0
"brake caliper- , e-(right front)",vw,golf,fi09389104a,1,147.5,147.5,,,,147.5,147.5,0.0
"brake caliper- , e-(right rear)",vw,golf,fi06376738a,1,180.5,180.5,,,,180.5,180.5,0.0
brake caliper-(right rear),toyota,corolla,fi24637030a,1,237.1,237.1,,,,237.1,237.1,0.0
brake caliper-(right rear),toyota,corolla,fi27837687a,1,188.7,188.7,,,,188.7,188.7,0.0
brake disc-(front),toyota,corolla,fi06018105a,1,11.8,11.8,,,,11.8,11.8,0.0
brake disc-(rear),skoda,octavia,fi32385945a,1,11.8,11.8,,,,11.8,11.8,0.0
brake servo -,toyota,corolla,fi02154548a,1,118.4,118.4,,,,118.4,118.4,0.0
brake servo -,toyota,corolla,fi09389104a,1,148.0,148.0,,,,148.0,148.0,0.0
brake servo -,toyota,corolla,fi10331575a,1,118.4,118.4,,,,118.4,118.4,0.0
"brake servo - , e-",vw,golf,fi07713839a,1,179.9,179.9,,,,179.9,179.9,0.0
brake servo-,skoda,octavia,fi10331575a,1,177.6,177.6,,,,177.6,177.6,0.0
brake servo-,toyota,corolla,fi06292622a,1,438.1,438.1,,,,438.1,438.1,0.0
brake servo-,toyota,corolla,fi27837687a,1,532.8,532.8,,,,532.8,532.8,0.0
"bränslepump styrenhet- , e-",vw,golf,fi06294476a,1,55.1,55.1,,,,55.1,55.1,0.0
caliper bracket -,toyota,corolla,fi09992720a,1,35.5,35.5,,,,35.5,35.5,0.0
caliper bracket-,toyota,corolla,fi06509801a,1,67.3,67.3,,,,67.3,67.3,0.0
"caliper bracket- , e-",vw,golf,fi06376738a,1,47.2,47.2,,,,47.2,47.2,0.0
"caliper bracket- , e-(left front)",vw,golf,fi06509801a,1,50.4,50.4,,,,50.4,50.4,0.0
caliper bracket-(left front),skoda,octavia,fi30987993a,1,59.3,59.3,,,,59.3,59.3,0.0
caliper bracket-(right front),skoda,octavia,fi30987993a,1,59.3,59.3,,,,59.3,59.3,0.0
carbon canister-,toyota,corolla,fi10331575a,1,17.8,17.8,,,,17.8,17.8,0.0
carbon canister-,toyota,corolla,fi32037991a,1,5.9,5.9,,,,5.9,5.9,0.0
central lock control unit -,toyota,corolla,fi05028803a,1,35.5,35.5,,,,35.5,35.5,0.0
central lock control unit -,toyota,corolla,fi06294476a,1,33.7,33.7,,,,33.7,33.7,0.0
central lock control unit -,toyota,corolla,fi06408963a,1,23.7,23.7,,,,23.7,23.7,0.0
central lock control unit -,toyota,corolla,fi06509801a,1,33.7,33.7,,,,33.7,33.7,0.0
central lock control unit -,toyota,corolla,fi09515254a,1,23.7,23.7,,,,23.7,23.7,0.0
clutch cylinder main -,toyota,corolla,fi06509801a,1,27.0,27.0,,,,27.0,27.0,0.0
clutch cylinder main -,toyota,corolla,fi09515254a,1,37.9,37.9,,,,37.9,37.9,0.0
clutch cylinder main -,toyota,corolla,fi10331575a,1,23.7,23.7,,,,23.7,23.7,0.0
clutch cylinder main-,toyota,corolla,fi06376738a,1,41.6,41.6,,,,41.6,41.6,0.0
clutch cylinder slave -,toyota,corolla,fi01853355a,1,29.6,29.6,,,,29.6,29.6,0.0
clutch cylinder slave -,toyota,corolla,fi06376738a,1,23.7,23.7,,,,23.7,23.7,0.0
clutch cylinder slave -,toyota,corolla,fi07265116a,1,27.7,27.7,,,,27.7,27.7,0.0
clutch cylinder slave -,toyota,corolla,fi10331575a,1,23.7,23.7,,,,23.7,23.7,0.0
clutch cylinder slave -,toyota,corolla,fi30987993a,1,29.6,29.6,,,,29.6,29.6,0.0
clutch cylinder slave-,toyota,corolla,fi15710056a,1,29.5,29.5,,,,29.5,29.5,0.0
coil -,toyota,corolla,fi15710056a,1,47.4,47.4,,,,47.4,47.4,0.0
coil-,toyota,corolla,fi30987993a,1,53.1,53.1,,,,53.1,53.1,0.0
contact roll airbag -,toyota,corolla,fi05351686a,1,177.6,177.6,,,,177.6,177.6,0.0
"contact roll airbag - , e-",vw,golf,fi09389104a,1,177.6,177.6,,,,177.6,177.6,0.0
control unit xenon -,skoda,octavia,fi06509801a,1,168.9,168.9,,,,168.9,168.9,0.0
control unit xenon -,toyota,corolla,fi07265116a,1,63.9,63.9,,,,63.9,63.9,0.0
control unit xenon -,toyota,corolla,fi09389104a,1,82.9,82.9,,,,82.9,82.9,0.0
curtain airbags -(right),toyota,corolla,fi07265116a,1,127.9,127.9,,,,127.9,127.9,0.0
curtain airbags -(right),toyota,corolla,fi08409732a,1,118.4,118.4,,,,118.4,118.4,0.0
curtain airbags -(right),toyota,corolla,fi10331575a,1,94.7,94.7,,,,94.7,94.7,0.0
curtain airbags-(left),toyota,corolla,fi27837687a,1,260.5,260.5,,,,260.5,260.5,0.0
deliverer -,toyota,corolla,fi05028803a,1,94.7,94.7,,,,94.7,94.7,0.0
deliverer -,toyota,corolla,fi06292622a,1,94.7,94.7,,,,94.7,94.7,0.0
deliverer-,toyota,corolla,fi11042417a,1,142.3,142.3,,,,142.3,142.3,0.0
deliverer-,toyota,corolla,fi30987993a,1,84.1,84.1,,,,84.1,84.1,0.0
diesel injection pump-,skoda,octavia,fi15710056a,1,178.5,178.5,,,,178.5,178.5,0.0
diesel tank-,skoda,octavia,fi23857664a,1,236.8,236.8,,,,236.8,236.8,0.0
distributors -,toyota,corolla,fi06018105a,1,71.0,71.0,,,,71.0,71.0,0.0
distributors -,toyota,corolla,fi07265116a,1,67.1,67.1,,,,67.1,67.1,0.0
dragkrok styrenhet -,skoda,octavia,fi26167503a,1,59.2,59.2,,,,59.2,59.2,0.0
drive shaft -(left front),toyota,corolla,fi03986645a,1,189.4,189.4,,,,189.4,189.4,0.0
drive shaft -(left front),toyota,corolla,fi07713839a,1,281.2,281.2,,,,281.2,281.2,0.0
drive shaft -(left front),toyota,corolla,fi09515254a,1,159.8,159.8,,,,159.8,159.8,0.0
drive shaft -(left front),toyota,corolla,fi11042417a,1,177.6,177.6,,,,177.6,177.6,0.0
drive shaft -(left front),toyota,corolla,fi22893129a,1,153.9,153.9,,,,153.9,153.9,0.0
drive shaft -(left front),toyota,corolla,fi23857664a,1,153.9,153.9,,,,153.9,153.9,0.0
drive shaft -(left front),toyota,corolla,fi26167503a,1,177.6,177.6,,,,177.6,177.6,0.0
drive shaft -(left front),toyota,corolla,fi30987993a,1,236.8,236.8,,,,236.8,236.8,0.0
drive shaft -(right front),toyota,corolla,fi03986645a,1,225.0,225.0,,,,225.0,225.0,0.0
drive shaft -(right front),toyota,corolla,fi05351686a,1,236.8,236.8,,,,236.8,236.8,0.0
drive shaft -(right front),toyota,corolla,fi06292622a,1,236.8,236.8,,,,236.8,236.8,0.0
drive shaft -(right front),toyota,corolla,fi07265116a,1,213.1,213.1,,,,213.1,213.1,0.0
drive shaft -(right front),toyota,corolla,fi09389104a,1,236.8,236.8,,,,236.8,236.8,0.0
drive shaft -(right front),toyota,corolla,fi09515254a,1,159.8,159.8,,,,159.8,159.8,0.0
drive shaft -(right front),toyota,corolla,fi15710056a,1,177.6,177.6,,,,177.6,177.6,0.0
drive shaft -(right front),toyota,corolla,fi23857664a,1,153.9,153.9,,,,153.9,153.9,0.0
drive shaft -(right front),toyota,corolla,fi26167503a,1,236.8,236.8,,,,236.8,236.8,0.0
"drive shaft- , e-(left rear)",vw,golf,fi07265116a,1,160.7,160.7,,,,160.7,160.7,0.0
"drive shaft- , e-(left rear)",vw,golf,fi09515254a,1,160.7,160.7,,,,160.7,160.7,0.0
"drive shaft- , e-(right rear)",vw,golf,fi09389104a,1,309.4,309.4,,,,309.4,309.4,0.0
drive shaft-(left front),skoda,octavia,fi23403240a,1,259.5,259.5,,,,259.5,259.5,0.0
drive shaft-(left front),toyota,corolla,fi05351686a,1,236.8,236.8,,,,236.8,236.8,0.0
drive shaft-(left front),toyota,corolla,fi27837687a,1,236.8,236.8,,,,236.8,236.8,0.0
drive shaft-(right front),skoda,octavia,fi23403240a,1,294.9,294.9,,,,294.9,294.9,0.0
drive shaft-(right front),toyota,corolla,fi09389104a,1,177.6,177.6,,,,177.6,177.6,0.0
drive shaft-(right front),toyota,corolla,fi11042417a,1,294.9,294.9,,,,294.9,294.9,0.0
drive shaft-(right front),toyota,corolla,fi30987993a,1,236.8,236.8,,,,236.8,236.8,0.0
"dörr styrenhet- , e-(left)",vw,golf,fi27837687a,1,106.6,106.6,,,,106.6,106.6,0.0
engine block-,skoda,octavia,fi06292622a,1,89.0,89.0,,,,89.0,89.0,0.0
engine casing -,toyota,corolla,fi08409732a,1,47.4,47.4,,,,47.4,47.4,0.0
engine casing -,toyota,corolla,fi09515254a,1,53.3,53.3,,,,53.3,53.3,0.0
engine casing -,toyota,corolla,fi22893129a,1,47.4,47.4,,,,47.4,47.4,0.0
engine casing -,toyota,corolla,fi23857664a,1,47.4,47.4,,,,47.4,47.4,0.0
engine casing -,toyota,corolla,fi30987993a,1,53.3,53.3,,,,53.3,53.3,0.0
engine casing -,toyota,corolla,fi32037991a,1,53.3,53.3,,,,53.3,53.3,0.0
engine casing-,toyota,corolla,fi26167503a,1,47.4,47.4,,,,47.4,47.4,0.0
"engine casing- , e-",vw,golf,fi09389104a,1,70.8,70.8,,,,70.8,70.8,0.0
engine diesel -,skoda,octavia,fi02042722a,1,4139.1,4139.1,,,,4139.1,4139.1,0.0
engine diesel -,toyota,corolla,fi02042722a,1,828.8,828.8,,,,828.8,828.8,0.0
engine diesel -,toyota,corolla,fi02154548a,1,828.8,828.8,,,,828.8,828.8,0.0
engine diesel -,toyota,corolla,fi05028803a,1,817.0,817.0,,,,817.0,817.0,0.0
engine diesel -,toyota,corolla,fi06376738a,1,603.8,603.8,,,,603.8,603.8,0.0
engine diesel -,toyota,corolla,fi07265116a,1,522.2,522.2,,,,522.2,522.2,0.0
"engine diesel- , e-",vw,golf,fi10331575a,1,3499.3,3499.3,,,,3499.3,3499.3,0.0
engine gasoline-,skoda,octavia,fi05351686a,1,4601.2,4601.2,,,,4601.2,4601.2,0.0
engine gasoline-,toyota,corolla,fi27837687a,1,3657.4,3657.4,,,,3657.4,3657.4,0.0
fuel filling pipe / tube-,toyota,corolla,fi11042417a,1,47.4,47.4,,,,47.4,47.4,0.0
fuel filling pipe / tube-,toyota,corolla,fi15710056a,1,59.0,59.0,,,,59.0,59.0,0.0
fuel filter / holder -,toyota,corolla,fi03986645a,1,35.5,35.5,,,,35.5,35.5,0.0
fuel filter / holder -,toyota,corolla,fi32037991a,1,17.8,17.8,,,,17.8,17.8,0.0
fuel filter / holder-,toyota,corolla,fi06292622a,1,35.5,35.5,,,,35.5,35.5,0.0
fuel injection pump -,toyota,corolla,fi03986645a,1,118.4,118.4,,,,118.4,118.4,0.0
fuel injection pump -,toyota,corolla,fi06292622a,1,106.6,106.6,,,,106.6,106.6,0.0
fuel injection pump -,toyota,corolla,fi09515254a,1,106.6,106.6,,,,106.6,106.6,0.0
fuel injection pump -,toyota,corolla,fi30987993a,1,117.2,117.2,,,,117.2,117.2,0.0
fuel pump electric-,skoda,octavia,fi27837687a,1,141.5,141.5,,,,141.5,141.5,0.0
"fuel tank injection- , e-",vw,golf,fi06376738a,1,102.3,102.3,,,,102.3,102.3,0.0
"fuel tank injection- , e-",vw,golf,fi10331575a,1,89.3,89.3,,,,89.3,89.3,0.0
"fuel tank lid- , e-",vw,golf,fi06376738a,1,17.8,17.8,,,,17.8,17.8,0.0
fuse box / electricity central -,toyota,corolla,fi09515254a,1,85.2,85.2,,,,85.2,85.2,0.0
fuse box / electricity central -,toyota,corolla,fi30987993a,1,72.2,72.2,,,,72.2,72.2,0.0
fuse box / electricity central -,toyota,corolla,fi32037991a,1,90.0,90.0,,,,90.0,90.0,0.0
fuse box / electricity central-,toyota,corolla,fi06376738a,1,94.7,94.7,,,,94.7,94.7,0.0
gear box 5 speed -,toyota,corolla,fi06292622a,1,532.8,532.8,,,,532.8,532.8,0.0
gear box 5 speed -,toyota,corolla,fi06376738a,1,592.0,592.0,,,,592.0,592.0,0.0
gear box 5 speed -,toyota,corolla,fi06408963a,1,574.2,574.2,,,,574.2,574.2,0.0
gear box 5 speed -,toyota,corolla,fi09992720a,1,592.0,592.0,,,,592.0,592.0,0.0
gear box 5 speed -,toyota,corolla,fi15710056a,1,592.0,592.0,,,,592.0,592.0,0.0
gear box 5 speed -,toyota,corolla,fi26167503a,1,592.0,592.0,,,,592.0,592.0,0.0
"gear box 5 speed- , e-",vw,golf,af300042r,1,2023.0,2023.0,,,,2023.0,2023.0,0.0
"gear box 5 speed- , e-",vw,golf,fi07265116a,1,1803.4,1803.4,,,,1803.4,1803.4,0.0
"gear box 5 speed- , e-",vw,golf,fi27837687a,1,1963.5,1963.5,,,,1963.5,1963.5,0.0
gear box 6 speed -,toyota,corolla,fi02042722a,1,947.2,947.2,,,,947.2,947.2,0.0
gear box 6 speed -,toyota,corolla,fi05351686a,1,947.2,947.2,,,,947.2,947.2,0.0
gear box 6 speed -,toyota,corolla,fi26167503a,1,592.0,592.0,,,,592.0,592.0,0.0
gear box 6 speed -,toyota,corolla,fi32037991a,1,1184.0,1184.0,,,,1184.0,1184.0,0.0
gear box 6 speed -(front),toyota,corolla,fi03986645a,1,899.8,899.8,,,,899.8,899.8,0.0
gear box 6 speed-,skoda,octavia,fi27837687a,1,2358.8,2358.8,,,,2358.8,2358.8,0.0
gear box 6 speed-,toyota,corolla,fi03986645a,1,1415.3,1415.3,,,,1415.3,1415.3,0.0
gear box 6 speed-,toyota,corolla,fi23857664a,1,1179.4,1179.4,,,,1179.4,1179.4,0.0
gear box 6 speed-,toyota,corolla,fi27837687a,1,1428.0,1428.0,,,,1428.0,1428.0,0.0
gear box bracket -,toyota,corolla,fi06292622a,1,17.8,17.8,,,,17.8,17.8,0.0
gear box bracket -,toyota,corolla,fi09515254a,1,42.6,42.6,,,,42.6,42.6,0.0
gear box bracket -,toyota,corolla,fi11042417a,1,47.4,47.4,,,,47.4,47.4,0.0
gear box bracket -,toyota,corolla,fi24637030a,1,35.5,35.5,,,,35.5,35.5,0.0
gear box bracket-,toyota,corolla,fi03986645a,1,47.6,47.6,,,,47.6,47.6,0.0
"gear box bracket- , e-",vw,golf,fi09515254a,1,53.1,53.1,,,,53.1,53.1,0.0
gear distributor box -,skoda,octavia,cn409053a,1,1093.9,1093.9,,,,1093.9,1093.9,0.0
gear distributor box-,skoda,octavia,fi27837687a,1,949.0,949.0,,,,949.0,949.0,0.0
gear lever -,toyota,corolla,fi02042722a,1,177.6,177.6,,,,177.6,177.6,0.0
gear lever -,toyota,corolla,fi06292622a,1,171.7,171.7,,,,171.7,171.7,0.0
gear lever -,toyota,corolla,fi09389104a,1,177.6,177.6,,,,177.6,177.6,0.0
gear lever -,toyota,corolla,fi24637030a,1,177.6,177.6,,,,177.6,177.6,0.0
gear lever-,toyota,corolla,fi05028803a,1,176.9,176.9,,,,176.9,176.9,0.0
gear lever-,toyota,corolla,fi09992720a,1,178.5,178.5,,,,178.5,178.5,0.0
"gear lever- , e-",vw,golf,fi09992720a,1,176.9,176.9,,,,176.9,176.9,0.0
"gear lever- , e-",vw,golf,fi10331575a,1,176.9,176.9,,,,176.9,176.9,0.0
hand brake lever -,toyota,corolla,fi06292622a,1,35.5,35.5,,,,35.5,35.5,0.0
hand brake lever -,toyota,corolla,fi10331575a,1,41.4,41.4,,,,41.4,41.4,0.0
hand brake lever-,skoda,octavia,fi02042722a,1,59.0,59.0,,,,59.0,59.0,0.0
hand brake lever-,skoda,octavia,fi05028803a,1,59.2,59.2,,,,59.2,59.2,0.0
hand brake lever-,toyota,corolla,fi11042417a,1,47.2,47.2,,,,47.2,47.2,0.0
hub rear -(left rear),toyota,corolla,fi09515254a,1,82.9,82.9,,,,82.9,82.9,0.0
hub rear -(rear),toyota,corolla,fi23857664a,1,71.0,71.0,,,,71.0,71.0,0.0
hub rear -(right rear),toyota,corolla,fi30987993a,1,112.5,112.5,,,,112.5,112.5,0.0
hub rear-(left rear),toyota,corolla,fi05028803a,1,101.1,101.1,,,,101.1,101.1,0.0
hybrid batteri -,toyota,corolla,fi03986645a,1,1136.6,1136.6,,,,1136.6,1136.6,0.0
hybrid inverter -,toyota,corolla,fi07713839a,1,956.1,956.1,,,,956.1,956.1,0.0
ignition diesel relay-,skoda,octavia,fi30987993a,1,29.7,29.7,,,,29.7,29.7,0.0
ignition diesel relay-,skoda,octavia,fi32037991a,1,29.6,29.6,,,,29.6,29.6,0.0
injection control unit -,toyota,corolla,fi01853355a,1,362.3,362.3,,,,362.3,362.3,0.0
injection control unit -,toyota,corolla,fi09515254a,1,373.0,373.0,,,,373.0,373.0,0.0
injection control unit -,toyota,corolla,fi22893129a,1,355.2,355.2,,,,355.2,355.2,0.0
injection control unit -(interior front),toyota,corolla,fi01853355a,1,362.3,362.3,,,,362.3,362.3,0.0
injection control unit-,skoda,octavia,fi23857664a,1,471.9,471.9,,,,471.9,471.9,0.0
injection control unit-,toyota,corolla,fi27837687a,1,535.5,535.5,,,,535.5,535.5,0.0
insp.pump diesel control unit -,toyota,corolla,fi01853355a,1,150.4,150.4,,,,150.4,150.4,0.0
insp.pump diesel control unit -,toyota,corolla,fi06018105a,1,201.3,201.3,,,,201.3,201.3,0.0
insp.pump diesel control unit -,toyota,corolla,fi06294476a,1,167.6,167.6,,,,167.6,167.6,0.0
insp.pump diesel control unit -,toyota,corolla,fi10331575a,1,207.2,207.2,,,,207.2,207.2,0.0
insp.pump diesel control unit -,toyota,corolla,fi27837687a,1,130.2,130.2,,,,130.2,130.2,0.0
insp.pump diesel control unit-,skoda,octavia,fi05028803a,1,353.9,353.9,,,,353.9,353.9,0.0
inter axle compl. -,skoda,octavia,fi09992720a,1,177.6,177.6,,,,177.6,177.6,0.0
"inter axle compl.- , e-",vw,golf,fi07265116a,1,424.6,424.6,,,,424.6,424.6,0.0
"inter axle compl.- , e-",vw,golf,fi09389104a,1,471.8,471.8,,,,471.8,471.8,0.0
"inter axle compl.- , e-",vw,golf,fi09515254a,1,426.2,426.2,,,,426.2,426.2,0.0
inverter 12 -> 220 v-(interior rear),skoda,octavia,fi23403240a,1,141.5,141.5,,,,141.5,141.5,0.0
kamera utvändig -,toyota,corolla,fi05351686a,1,296.0,296.0,,,,296.0,296.0,0.0
kamera utvändig -,toyota,corolla,fi06018105a,1,532.8,532.8,,,,532.8,532.8,0.0
kamera utvändig -(rear),toyota,corolla,fi09389104a,1,307.8,307.8,,,,307.8,307.8,0.0
kamera utvändig-,skoda,octavia,fi32037991a,1,296.5,296.5,,,,296.5,296.5,0.0
knee -,toyota,corolla,fi05028803a,1,177.6,177.6,,,,177.6,177.6,0.0
knee -,toyota,corolla,fi06408963a,1,177.6,177.6,,,,177.6,177.6,0.0
knee -,toyota,corolla,fi07265116a,1,95.9,95.9,,,,95.9,95.9,0.0
knee -,toyota,corolla,fi07713839a,1,90.0,90.0,,,,90.0,90.0,0.0
knee -,toyota,corolla,fi09515254a,1,159.8,159.8,,,,159.8,159.8,0.0
knee -,toyota,corolla,fi10331575a,1,177.6,177.6,,,,177.6,177.6,0.0
knee -(left front),toyota,corolla,fi06509801a,1,67.4,67.4,,,,67.4,67.4,0.0
komfort styrdon-,skoda,octavia,fi07265116a,1,212.3,212.3,,,,212.3,212.3,0.0
komfort styrdon-,skoda,octavia,fi23403240a,1,237.2,237.2,,,,237.2,237.2,0.0
ljusinställning lägesgivare -(front),skoda,octavia,fi26167503a,1,83.0,83.0,,,,83.0,83.0,0.0
main cylinder -,toyota,corolla,fi02154548a,1,59.2,59.2,,,,59.2,59.2,0.0
main cylinder -,toyota,corolla,fi06376738a,1,60.4,60.4,,,,60.4,60.4,0.0
main cylinder -,toyota,corolla,fi11042417a,1,71.0,71.0,,,,71.0,71.0,0.0
main cylinder -,toyota,corolla,fi30987993a,1,60.4,60.4,,,,60.4,60.4,0.0
main cylinder-,skoda,octavia,fi22893129a,1,83.0,83.0,,,,83.0,83.0,0.0
main cylinder-,toyota,corolla,fi06376738a,1,60.4,60.4,,,,60.4,60.4,0.0
main cylinder-,toyota,corolla,fi30987993a,1,60.4,60.4,,,,60.4,60.4,0.0
"main cylinder- , e-",vw,golf,fi01853355a,1,72.2,72.2,,,,72.2,72.2,0.0
mass air-flow sensor -,toyota,corolla,fi05028803a,1,71.0,71.0,,,,71.0,71.0,0.0
mass air-flow sensor -,toyota,corolla,fi06376738a,1,77.0,77.0,,,,77.0,77.0,0.0
mass air-flow sensor -,toyota,corolla,fi15710056a,1,71.0,71.0,,,,71.0,71.0,0.0
mass air-flow sensor-,toyota,corolla,fi15710056a,1,71.0,71.0,,,,71.0,71.0,0.0
motor bracket -,toyota,corolla,fi30987993a,1,47.4,47.4,,,,47.4,47.4,0.0
motor bracket -(left front),toyota,corolla,fi01853355a,1,35.5,35.5,,,,35.5,35.5,0.0
motor bracket -(rear),toyota,corolla,fi03986645a,1,35.5,35.5,,,,35.5,35.5,0.0
motor bracket -(right front),toyota,corolla,fi30987993a,1,47.4,47.4,,,,47.4,47.4,0.0
motor bracket-,skoda,octavia,fi09515254a,1,59.5,59.5,,,,59.5,59.5,0.0
motor bracket-,toyota,corolla,fi03986645a,1,47.4,47.4,,,,47.4,47.4,0.0
motor cushion-,toyota,corolla,fi06292622a,1,23.6,23.6,,,,23.6,23.6,0.0
other control unit -,toyota,corolla,fi05028803a,1,355.2,355.2,,,,355.2,355.2,0.0
other control unit -,toyota,corolla,fi06509801a,1,270.0,270.0,,,,270.0,270.0,0.0
other control unit-,skoda,octavia,fi02042722a,1,237.2,237.2,,,,237.2,237.2,0.0
other control unit-,skoda,octavia,fi09515254a,1,237.1,237.1,,,,237.1,237.1,0.0
"other control unit- , e-",vw,golf,fi05028803a,1,309.4,309.4,,,,309.4,309.4,0.0
other relay -,toyota,corolla,fi01853355a,1,35.5,35.5,,,,35.5,35.5,0.0
other relay -,toyota,corolla,fi06292622a,1,29.6,29.6,,,,29.6,29.6,0.0
other relay -,toyota,corolla,fi06294476a,1,32.6,32.6,,,,32.6,32.6,0.0
other relay -,toyota,corolla,fi10331575a,1,29.6,29.6,,,,29.6,29.6,0.0
other relay-,toyota,corolla,fi15710056a,1,41.6,41.6,,,,41.6,41.6,0.0
parkeringshjälp frontsensor -,skoda,octavia,fi27837687a,1,59.5,59.5,,,,59.5,59.5,0.0
"parkeringshjälp frontsensor- , e-",vw,golf,fi27837687a,1,59.5,59.5,,,,59.5,59.5,0.0
parking control unit-,skoda,octavia,fi09515254a,1,94.9,94.9,,,,94.9,94.9,0.0
passenger airbag -,toyota,corolla,fi07713839a,1,281.2,281.2,,,,281.2,281.2,0.0
passenger airbag -,toyota,corolla,fi22893129a,1,296.0,296.0,,,,296.0,296.0,0.0
passenger airbag-,skoda,octavia,fi09389104a,1,486.1,486.1,,,,486.1,486.1,0.0
passenger airbag-,toyota,corolla,fi02154548a,1,296.5,296.5,,,,296.5,296.5,0.0
passenger airbag-,toyota,corolla,fi27837687a,1,296.5,296.5,,,,296.5,296.5,0.0
piston / rod-,skoda,octavia,fi06292622a,1,41.6,41.6,,,,41.6,41.6,0.0
power steering control unit -,toyota,corolla,fi02042722a,1,177.6,177.6,,,,177.6,177.6,0.0
power steering control unit -,toyota,corolla,fi02154548a,1,177.6,177.6,,,,177.6,177.6,0.0
power steering control unit -,toyota,corolla,fi15710056a,1,177.6,177.6,,,,177.6,177.6,0.0
